種別,順位,順位変動,前回順位,コード,銘柄名,市場,株価,状態,前日比,前日比率,PER,PBR,利回り,as_of
本日のストップ高銘柄,1,,,7815,東京ボード,東Ｓ,443,,+77,+21.04%,－,1.46,－,2026-07-08 12:34
本日のストップ高銘柄,2,,,6469,放電精密,東Ｓ,"3,235",S,+500,+18.28%,39.9,3.97,0.62,2026-07-08 12:34
本日のストップ高銘柄,3,,,9256,サクシード,東Ｇ,"4,555",S,+700,+18.16%,62.7,6.26,0.35,2026-07-08 12:34
本日のストップ高銘柄,4,,,9170,成友興業,名Ｍ,"3,100",,+365,+13.35%,39.9,4.58,0.45,2026-07-08 12:34
本日のストップ安銘柄,1,,,281A,インフォメテ,東Ｇ,519,ｹ,-100,-16.16%,－,3.54,－,2026-07-08 12:34
