種別,順位,順位変動,前回順位,コード,銘柄名,市場,株価,状態,前日比,前日比率,PER,PBR,利回り,as_of
本日のストップ高銘柄,1,→,1,4170,カイゼン,東Ｇ,222,S,+50,+29.07%,189,1.31,－,2026-08-25 15:34
本日のストップ高銘柄,2,→,2,462A,ファンディノ,東Ｇ,339,,+58,+20.64%,－,1.72,－,2026-08-25 15:34
本日のストップ高銘柄,3,NEW,,475A,ギミック,東Ｓ,697,S,+100,+16.75%,15.7,1.45,－,2026-08-25 15:34
